FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 87.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 78.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
FilterEnum 10 262144 0 1.00 0.00
FilterEnumB 10 262144 0 55.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 954.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 975.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 868.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 883.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 928.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 1040.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 954.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 980.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 948.00 0.00
JumpEnum 10 262144 0 0.00 0.00
JumpEnumB 10 262144 0 889.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 34450.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 35951.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 34773.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 35079.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 34398.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 34472.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 34806.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 35023.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 34481.00 0.00
TrieEnum 10 262144 0 0.00 0.00
TrieEnumB 10 262144 0 35330.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 198.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 197.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 198.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 198.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 197.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 198.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 199.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 198.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 198.00 0.00
PTrieEnum 10 262144 0 0.00 0.00
PTrieEnumB 10 262144 0 204.00 0.00
FilterEnum 15 262144 0 23.00 0.00
FilterEnumB 15 262144 0 89.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 75.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 75.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 75.00 0.00
FilterEnum 15 262144 0 22.00 0.00
FilterEnumB 15 262144 0 76.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 76.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 75.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 76.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 76.00 0.00
FilterEnum 15 262144 0 21.00 0.00
FilterEnumB 15 262144 0 76.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 1012.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 895.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 939.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 927.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 928.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 930.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 918.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 894.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 959.00 0.00
JumpEnum 15 262144 0 0.00 0.00
JumpEnumB 15 262144 0 885.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 34458.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 34294.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 34124.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 35211.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 34207.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 34959.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 35782.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 35522.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 35230.00 0.00
TrieEnum 15 262144 0 1.00 0.00
TrieEnumB 15 262144 0 35395.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 199.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 199.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 198.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 198.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 199.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 198.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 198.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 199.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 197.00 0.00
PTrieEnum 15 262144 0 0.00 0.00
PTrieEnumB 15 262144 0 198.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 228.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 228.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 229.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 228.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 229.00 0.00
FilterEnum 20 262144 0 175.00 0.00
FilterEnumB 20 262144 0 229.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 229.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 229.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 229.00 0.00
FilterEnum 20 262144 0 174.00 0.00
FilterEnumB 20 262144 0 229.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 1002.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 869.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 854.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 914.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 911.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 947.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 919.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 925.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 888.00 0.00
JumpEnum 20 262144 0 0.00 0.00
JumpEnumB 20 262144 0 938.00 0.00
